año,mes,dia,hora,min,dateInt,Date_start_horario,Date_start_Examenes,days_left,Lengua,Mates,Ingles,Dibujo,Fisica,Historia,media_troncales,Biologia,Quimica,Mates_sociales,Economia,Geografia,tipo_bachillerato-Sanitario,tipo_bachillerato-Sociales,tipo_bachillerato-Tecnologico,cluster
2021,5,21,11,30,20210521,2021-05-21 11:30:00,2021-06-06,15,5.51,7.87,6.45,6.01,6.23,8.23,6.72,,,,,,0,0,1,4
2021,5,13,9,0,20210513,2021-05-13 09:00:00,2021-06-10,27,8.4,6.66,6.68,5.01,8.25,5.28,6.71,,,,,,0,0,1,4
2021,5,21,10,0,20210521,2021-05-21 10:00:00,2021-06-09,18,6.55,6.51,6.13,6.02,6.59,9.07,6.81,,,,,,0,0,1,1
2021,5,3,11,0,20210503,2021-05-03 11:00:00,2021-06-06,33,5.47,8.76,6.95,7.3,5.85,6.17,6.75,,,,,,0,0,1,3
2021,5,19,10,30,20210519,2021-05-19 10:30:00,2021-06-05,16,6.88,5.17,5.92,6.78,6.06,7.36,6.36,,,,,,0,0,1,10
2021,5,11,11,0,20210511,2021-05-11 11:00:00,2021-06-05,24,7.74,6.99,6.78,7.52,6.04,5.48,6.76,,,,,,0,0,1,4
2021,5,11,10,0,20210511,2021-05-11 10:00:00,2021-06-08,27,5.37,4.95,6.92,5.32,7.53,5.24,5.89,,,,,,0,0,1,10
2021,5,12,11,0,20210512,2021-05-12 11:00:00,2021-06-07,25,7.48,5.49,6.19,5.0,6.24,6.35,6.12,,,,,,0,0,1,10
2021,5,6,9,45,20210506,2021-05-06 09:45:00,2021-06-10,34,7.94,5.99,9.53,7.18,5.79,7.47,7.32,,,,,,0,0,1,4
2021,5,8,12,15,20210508,2021-05-08 12:15:00,2021-06-10,32,9.63,8.62,6.86,7.81,8.23,5.29,7.74,,,,,,0,0,1,11
2021,5,7,10,0,20210507,2021-05-07 10:00:00,2021-06-09,32,8.24,6.33,7.32,9.75,4.9,4.83,6.89,,,,,,0,0,1,9
2021,5,12,9,30,20210512,2021-05-12 09:30:00,2021-06-10,28,5.24,6.59,5.83,7.44,8.1,7.12,6.72,,,,,,0,0,1,9
2021,5,12,14,0,20210512,2021-05-12 14:00:00,2021-06-06,24,7.79,4.75,5.2,4.66,6.9,4.82,5.69,,,,,,0,0,1,8
2021,5,6,8,0,20210506,2021-05-06 08:00:00,2021-06-06,30,8.88,6.99,7.04,6.31,5.07,6.32,6.77,,,,,,0,0,1,4
2021,5,7,10,30,20210507,2021-05-07 10:30:00,2021-06-09,32,4.89,8.1,5.03,7.07,7.15,7.08,6.55,,,,,,0,0,1,3
2021,5,9,11,0,20210509,2021-05-09 11:00:00,2021-06-10,31,5.11,6.8,8.68,7.91,6.54,7.57,7.1,,,,,,0,0,1,9
2021,5,19,10,45,20210519,2021-05-19 10:45:00,2021-06-04,15,6.06,9.73,6.46,4.83,7.51,4.99,6.6,,,,,,0,0,1,3
2021,5,7,8,30,20210507,2021-05-07 08:30:00,2021-06-09,32,4.9,8.14,8.13,5.18,9.15,7.05,7.09,,,,,,0,0,1,3
2021,5,14,13,15,20210514,2021-05-14 13:15:00,2021-06-09,25,6.29,8.88,6.2,8.58,8.35,7.74,7.67,,,,,,0,0,1,11
2021,5,12,9,30,20210512,2021-05-12 09:30:00,2021-06-07,25,8.02,6.7,7.3,4.89,6.83,6.3,6.67,,,,,,0,0,1,1
2021,5,6,12,0,20210506,2021-05-06 12:00:00,2021-06-08,32,7.71,9.25,7.82,8.57,5.68,6.62,7.61,,,,,,0,0,1,11
2021,5,10,11,15,20210510,2021-05-10 11:15:00,2021-06-08,28,4.81,8.49,8.99,7.04,8.21,6.45,7.33,,,,,,0,0,1,11
2021,5,18,11,0,20210518,2021-05-18 11:00:00,2021-06-13,25,5.06,9.75,9.75,6.32,7.4,5.25,7.25,,,,,,0,0,1,11
2021,5,7,12,30,20210507,2021-05-07 12:30:00,2021-06-08,31,6.68,5.02,6.11,6.03,5.46,5.86,5.86,,,,,,0,0,1,10
2021,5,3,12,15,20210503,2021-05-03 12:15:00,2021-06-09,36,5.4,5.51,5.12,6.56,6.54,6.38,5.92,,,,,,0,0,1,1
2021,5,15,11,0,20210515,2021-05-15 11:00:00,2021-06-08,23,7.9,4.99,5.74,8.2,4.65,5.98,6.24,,,,,,0,0,1,10
2021,5,14,11,30,20210514,2021-05-14 11:30:00,2021-06-10,26,9.29,5.75,7.06,5.4,7.17,7.48,7.03,,,,,,0,0,1,1
2021,5,17,10,30,20210517,2021-05-17 10:30:00,2021-06-04,17,7.45,6.92,6.54,6.67,6.26,5.65,6.58,,,,,,0,0,1,4
2021,5,17,7,0,20210517,2021-05-17 07:00:00,2021-06-09,22,6.46,7.83,5.12,5.92,5.57,7.21,6.35,,,,,,0,0,1,4
2021,5,11,12,30,20210511,2021-05-11 12:30:00,2021-06-03,22,6.06,7.69,5.7,4.55,6.79,5.67,6.08,,,,,,0,0,1,4
2021,5,3,8,0,20210503,2021-05-03 08:00:00,2021-06-06,33,7.41,7.1,7.66,5.71,5.29,9.49,7.11,,,,,,0,0,1,4
2021,5,13,11,0,20210513,2021-05-13 11:00:00,2021-06-08,25,7.34,6.94,5.85,8.09,5.21,5.94,6.56,,,,,,0,0,1,4
2021,5,10,10,0,20210510,2021-05-10 10:00:00,2021-06-07,27,9.1,9.42,6.07,5.66,6.94,6.81,7.33,,,,,,0,0,1,3
2021,5,20,11,30,20210520,2021-05-20 11:30:00,2021-06-07,17,7.33,7.06,7.36,6.53,5.07,7.57,6.82,,,,,,0,0,1,1
2021,5,12,13,30,20210512,2021-05-12 13:30:00,2021-06-07,25,5.83,5.42,7.44,6.39,5.28,3.86,5.7,,,,,,0,0,1,10
2021,5,5,9,0,20210505,2021-05-05 09:00:00,2021-06-06,31,4.6,6.78,5.61,8.36,6.4,4.77,6.09,,,,,,0,0,1,9
2021,5,15,11,30,20210515,2021-05-15 11:30:00,2021-06-05,20,4.95,5.21,8.85,7.6,7.81,8.26,7.11,,,,,,0,0,1,1
2021,5,9,11,45,20210509,2021-05-09 11:45:00,2021-06-04,25,9.05,5.26,6.77,6.64,7.6,5.09,6.73,,,,,,0,0,1,1
2021,5,14,11,0,20210514,2021-05-14 11:00:00,2021-06-07,23,5.08,5.32,6.71,9.54,6.36,6.39,6.57,,,,,,0,0,1,4
2021,5,15,11,45,20210515,2021-05-15 11:45:00,2021-06-08,23,5.87,5.98,8.03,8.44,5.0,4.59,6.32,,,,,,0,0,1,1
2021,5,8,11,0,20210508,2021-05-08 11:00:00,2021-06-07,29,9.15,5.48,6.0,5.13,6.77,5.97,6.42,,,,,,0,0,1,10
2021,5,15,12,30,20210515,2021-05-15 12:30:00,2021-06-01,16,6.91,4.65,7.11,5.95,5.1,6.33,6.01,,,,,,0,0,1,8
2021,5,10,11,30,20210510,2021-05-10 11:30:00,2021-06-04,24,6.37,7.68,6.48,5.68,5.53,5.55,6.21,,,,,,0,0,1,4
2021,5,20,12,0,20210520,2021-05-20 12:00:00,2021-06-09,19,6.06,8.32,4.78,6.26,4.77,5.12,5.89,,,,,,0,0,1,4
2021,5,8,10,0,20210508,2021-05-08 10:00:00,2021-06-09,31,9.25,5.2,6.04,9.58,7.78,6.43,7.38,,,,,,0,0,1,9
2021,5,8,10,0,20210508,2021-05-08 10:00:00,2021-06-12,34,5.33,6.7,7.35,6.53,5.15,5.59,6.11,,,,,,0,0,1,4
2021,5,11,12,0,20210511,2021-05-11 12:00:00,2021-06-06,25,5.42,5.94,7.02,5.89,5.95,6.25,6.08,,,,,,0,0,1,10
2021,5,6,11,0,20210506,2021-05-06 11:00:00,2021-06-07,31,6.53,7.67,6.7,6.85,6.01,5.91,6.61,,,,,,0,0,1,9
2021,5,16,11,45,20210516,2021-05-16 11:45:00,2021-06-10,24,7.95,5.0,5.05,4.96,6.51,4.34,5.64,,,,,,0,0,1,8
2021,5,3,11,30,20210503,2021-05-03 11:30:00,2021-06-08,35,5.21,8.23,5.28,6.77,5.18,7.6,6.38,,,,,,0,0,1,9
2021,5,11,10,0,20210511,2021-05-11 10:00:00,2021-06-05,24,6.83,6.1,7.85,6.09,5.77,5.97,6.43,,,,,,0,0,1,1
2021,5,18,9,0,20210518,2021-05-18 09:00:00,2021-06-07,19,4.95,5.84,4.2,5.59,5.1,8.26,5.66,,,,,,0,0,1,10
2021,5,5,11,30,20210505,2021-05-05 11:30:00,2021-06-04,29,7.82,5.53,5.63,5.85,5.7,7.48,6.33,,,,,,0,0,1,10
2021,5,23,11,0,20210523,2021-05-23 11:00:00,2021-06-10,17,5.0,5.38,7.2,5.55,7.04,5.21,5.9,,,,,,0,0,1,10
2021,5,15,10,45,20210515,2021-05-15 10:45:00,2021-06-04,19,5.36,6.82,7.97,9.5,6.29,5.15,6.85,,,,,,0,0,1,9
2021,5,12,10,0,20210512,2021-05-12 10:00:00,2021-06-06,24,6.79,5.05,6.63,8.5,5.0,7.19,6.53,,,,,,0,0,1,10
2021,5,11,13,30,20210511,2021-05-11 13:30:00,2021-06-10,29,5.4,9.42,7.65,6.9,6.5,7.69,7.26,,,,,,0,0,1,11
2021,5,8,9,0,20210508,2021-05-08 09:00:00,2021-06-05,27,7.22,9.18,6.08,9.02,5.04,6.44,7.16,,,,,,0,0,1,11
2021,5,9,9,15,20210509,2021-05-09 09:15:00,2021-06-07,28,5.31,5.03,7.19,5.21,8.93,7.92,6.6,,,,,,0,0,1,1
2021,5,6,8,30,20210506,2021-05-06 08:30:00,2021-06-06,30,5.32,6.79,6.8,8.12,5.92,5.08,6.34,,,,,,0,0,1,9
2021,5,7,11,0,20210507,2021-05-07 11:00:00,2021-06-05,28,5.99,6.75,6.16,7.67,4.94,5.5,6.17,,,,,,0,0,1,4
2021,5,6,11,0,20210506,2021-05-06 11:00:00,2021-06-06,30,5.54,7.1,6.27,6.4,6.7,6.87,6.48,,,,,,0,0,1,4
2021,5,4,10,0,20210504,2021-05-04 10:00:00,2021-06-10,36,7.25,6.61,6.38,6.34,4.77,7.83,6.53,,,,,,0,0,1,1
2021,5,14,8,30,20210514,2021-05-14 08:30:00,2021-06-08,24,5.35,6.61,7.79,8.58,5.25,6.48,6.68,,,,,,0,0,1,4
2021,5,12,12,0,20210512,2021-05-12 12:00:00,2021-06-06,24,7.74,7.1,7.08,7.91,6.37,6.69,7.15,,,,,,0,0,1,9
2021,5,18,11,45,20210518,2021-05-18 11:45:00,2021-06-09,21,5.78,6.28,6.82,7.82,5.94,5.19,6.3,,,,,,0,0,1,4
2021,5,10,12,30,20210510,2021-05-10 12:30:00,2021-06-05,25,6.61,7.74,7.74,8.48,4.96,5.11,6.77,,,,,,0,0,1,9
2021,5,19,11,30,20210519,2021-05-19 11:30:00,2021-06-05,16,5.58,7.31,8.94,4.88,5.0,5.07,6.13,,,,,,0,0,1,1
2021,5,3,10,30,20210503,2021-05-03 10:30:00,2021-06-06,33,5.95,4.96,4.51,7.09,5.05,4.9,5.41,,,,,,0,0,1,10
2021,5,7,11,0,20210507,2021-05-07 11:00:00,2021-06-13,36,4.98,8.92,9.75,8.02,7.98,4.9,7.42,,,,,,0,0,1,11
2021,5,13,9,45,20210513,2021-05-13 09:45:00,2021-06-08,25,9.0,7.28,5.86,4.77,4.55,4.85,6.05,,,,,,0,0,1,1
2021,5,11,12,45,20210511,2021-05-11 12:45:00,2021-06-08,27,5.03,9.1,6.82,5.91,5.93,5.1,6.32,,,,,,0,0,1,3
2021,5,9,14,30,20210509,2021-05-09 14:30:00,2021-06-09,30,5.96,8.98,9.31,5.05,5.03,7.11,6.91,,,,,,0,0,1,9
2021,5,14,11,0,20210514,2021-05-14 11:00:00,2021-06-02,18,7.8,5.24,6.95,9.83,6.26,6.4,7.08,,,,,,0,0,1,4
2021,5,11,11,30,20210511,2021-05-11 11:30:00,2021-06-06,25,7.77,7.45,5.52,6.67,7.93,8.77,7.35,,,,,,0,0,1,9
2021,5,7,12,15,20210507,2021-05-07 12:15:00,2021-06-07,30,5.43,7.09,7.62,5.36,4.93,8.23,6.44,,,,,,0,0,1,1
2021,5,11,9,30,20210511,2021-05-11 09:30:00,2021-06-09,28,7.16,5.0,7.04,5.18,6.46,9.75,6.77,,,,,,0,0,1,10
2021,5,11,14,15,20210511,2021-05-11 14:15:00,2021-06-03,22,5.05,8.66,9.53,5.09,4.83,8.05,6.87,,,,,,0,0,1,4
2021,5,6,12,30,20210506,2021-05-06 12:30:00,2021-06-07,31,5.37,5.49,5.5,8.93,5.18,5.68,6.02,,,,,,0,0,1,1
2021,5,9,12,30,20210509,2021-05-09 12:30:00,2021-06-11,32,8.96,8.01,9.24,5.47,6.64,5.84,7.36,,,,,,0,0,1,9
2021,5,8,9,30,20210508,2021-05-08 09:30:00,2021-06-07,29,6.15,7.48,9.5,7.62,5.05,6.63,7.07,,,,,,0,0,1,9
2021,5,5,12,0,20210505,2021-05-05 12:00:00,2021-06-09,34,7.62,8.04,7.03,5.56,6.31,5.39,6.66,,,,,,0,0,1,9
2021,5,9,12,0,20210509,2021-05-09 12:00:00,2021-06-07,28,6.47,9.07,7.25,7.64,5.7,4.97,6.85,,,,,,0,0,1,3
2021,5,18,12,30,20210518,2021-05-18 12:30:00,2021-06-12,24,6.03,5.16,7.16,8.34,5.58,7.44,6.62,,,,,,0,0,1,1
2021,5,4,11,0,20210504,2021-05-04 11:00:00,2021-06-12,38,6.81,4.94,5.34,9.37,8.03,4.94,6.57,,,,,,0,0,1,9
2021,5,7,13,15,20210507,2021-05-07 13:15:00,2021-06-01,24,4.89,6.62,7.94,7.3,4.99,5.33,6.18,,,,,,0,0,1,1
2021,5,4,10,0,20210504,2021-05-04 10:00:00,2021-06-08,34,9.05,4.75,6.45,4.62,5.1,4.9,5.81,,,,,,0,0,1,8
2021,5,19,11,0,20210519,2021-05-19 11:00:00,2021-06-13,24,4.35,7.05,6.09,4.61,5.0,7.51,5.77,,,,,,0,0,1,10
2021,5,7,10,15,20210507,2021-05-07 10:15:00,2021-06-09,32,6.47,7.92,6.56,9.25,5.1,4.94,6.71,,,,,,0,0,1,3
2021,5,10,10,0,20210510,2021-05-10 10:00:00,2021-06-08,28,5.06,5.59,9.6,5.13,8.24,8.97,7.1,,,,,,0,0,1,1
2021,5,18,10,0,20210518,2021-05-18 10:00:00,2021-06-05,17,5.12,5.81,5.0,6.04,7.37,8.53,6.31,,,,,,0,0,1,1
2021,5,15,11,0,20210515,2021-05-15 11:00:00,2021-06-09,24,5.86,5.47,6.94,5.71,7.06,9.16,6.7,,,,,,0,0,1,10
2021,5,15,10,0,20210515,2021-05-15 10:00:00,2021-06-08,23,4.83,4.97,6.15,6.22,6.26,6.8,5.87,,,,,,0,0,1,10
2021,5,19,9,30,20210519,2021-05-19 09:30:00,2021-06-11,22,6.78,8.08,7.59,5.97,5.38,7.01,6.8,,,,,,0,0,1,4
2021,5,7,11,0,20210507,2021-05-07 11:00:00,2021-06-07,30,5.0,5.52,6.38,5.66,5.9,5.82,5.71,,,,,,0,0,1,10
2021,5,11,12,0,20210511,2021-05-11 12:00:00,2021-06-06,25,5.2,5.08,7.88,9.36,5.15,5.3,6.33,,,,,,0,0,1,1
2021,5,15,11,0,20210515,2021-05-15 11:00:00,2021-06-06,21,5.08,8.71,6.22,5.48,7.6,8.3,6.9,,,,,,0,0,1,3
2021,5,14,8,0,20210514,2021-05-14 08:00:00,2021-06-08,24,6.35,5.18,8.7,6.7,7.83,7.43,7.03,,,,,,0,0,1,1
2021,5,11,11,0,20210511,2021-05-11 11:00:00,2021-06-12,31,5.19,5.46,6.2,7.01,7.91,5.06,6.14,,,,,,0,0,1,4
2021,5,13,9,30,20210513,2021-05-13 09:30:00,2021-06-06,23,4.85,5.97,9.94,5.13,5.14,9.67,6.78,,,,,,0,0,1,10
2021,5,11,11,0,20210511,2021-05-11 11:00:00,2021-06-01,20,7.29,6.59,4.97,6.53,7.02,5.71,6.35,,,,,,0,0,1,4
2021,5,12,9,30,20210512,2021-05-12 09:30:00,2021-06-09,27,5.74,6.37,8.08,5.35,5.04,5.56,6.02,,,,,,0,0,1,10
2021,5,13,11,30,20210513,2021-05-13 11:30:00,2021-06-10,27,4.59,8.68,8.31,5.02,9.07,5.0,6.78,,,,,,0,0,1,3
2021,5,11,6,0,20210511,2021-05-11 06:00:00,2021-06-07,26,5.05,4.16,5.24,7.47,9.21,6.93,6.34,,,,,,0,0,1,1
2021,5,5,14,45,20210505,2021-05-05 14:45:00,2021-06-09,34,7.21,9.24,5.2,5.27,6.02,5.21,6.36,,,,,,0,0,1,3
2021,5,9,10,0,20210509,2021-05-09 10:00:00,2021-06-06,27,6.24,5.3,6.69,8.68,5.63,5.53,6.34,,,,,,0,0,1,1
2021,5,12,9,0,20210512,2021-05-12 09:00:00,2021-06-03,21,5.41,6.78,4.87,4.24,6.83,4.8,5.49,,,,,,0,0,1,1
2021,5,9,11,45,20210509,2021-05-09 11:45:00,2021-06-02,23,5.41,5.61,6.79,5.42,5.32,5.77,5.72,,,,,,0,0,1,10
2021,5,9,13,30,20210509,2021-05-09 13:30:00,2021-06-04,25,5.65,6.04,7.61,5.74,5.37,6.43,6.14,,,,,,0,0,1,10
2021,5,11,12,0,20210511,2021-05-11 12:00:00,2021-06-04,23,3.77,4.98,5.27,6.37,4.9,6.39,5.28,,,,,,0,0,1,8
2021,5,4,13,0,20210504,2021-05-04 13:00:00,2021-06-07,33,5.05,7.21,5.96,9.1,5.05,4.99,6.23,,,,,,0,0,1,9
2021,5,11,11,30,20210511,2021-05-11 11:30:00,2021-06-04,23,8.82,7.58,5.14,5.41,5.51,6.81,6.55,,,,,,0,0,1,4
2021,5,10,11,30,20210510,2021-05-10 11:30:00,2021-06-09,29,7.72,8.44,7.95,4.9,5.1,5.04,6.52,,,,,,0,0,1,4
2021,5,12,12,0,20210512,2021-05-12 12:00:00,2021-06-03,21,7.25,4.55,7.14,4.88,4.75,10.0,6.43,,,,,,0,0,1,8
2021,5,12,10,30,20210512,2021-05-12 10:30:00,2021-06-12,30,7.49,8.07,4.89,7.43,7.19,6.6,6.95,,,,,,0,0,1,3
2021,5,10,10,30,20210510,2021-05-10 10:30:00,2021-06-09,29,5.14,8.32,9.46,5.94,4.93,5.23,6.5,,,,,,0,0,1,9
2021,5,14,13,0,20210514,2021-05-14 13:00:00,2021-06-01,17,5.3,5.83,7.59,6.16,5.45,7.79,6.35,,,,,,0,0,1,10
2021,5,12,11,30,20210512,2021-05-12 11:30:00,2021-06-05,23,5.15,4.75,9.26,8.79,5.9,6.46,6.72,,,,,,0,0,1,1
2021,5,18,10,15,20210518,2021-05-18 10:15:00,2021-06-09,21,7.41,5.97,8.22,5.19,7.62,7.78,7.03,,,,,,0,0,1,1
2021,5,13,11,30,20210513,2021-05-13 11:30:00,2021-06-09,26,7.41,8.17,5.15,5.42,6.87,4.86,6.31,,,,,,0,0,1,9
2021,5,17,9,0,20210517,2021-05-17 09:00:00,2021-06-10,23,9.1,4.89,5.78,5.66,6.62,6.33,6.4,,,,,,0,0,1,10
2021,5,15,10,45,20210515,2021-05-15 10:45:00,2021-06-06,21,4.86,7.87,7.78,7.11,6.17,4.81,6.43,,,,,,0,0,1,9
2021,5,11,12,30,20210511,2021-05-11 12:30:00,2021-06-08,27,5.34,5.31,7.64,7.22,5.48,8.51,6.58,,,,,,0,0,1,10
2021,5,14,7,0,20210514,2021-05-14 07:00:00,2021-06-03,19,4.26,4.57,7.41,8.75,7.87,6.19,6.51,,,,,,0,0,1,1
2021,5,26,13,30,20210526,2021-05-26 13:30:00,2021-06-05,9,5.14,5.65,8.11,8.0,4.3,5.35,6.09,,,,,,0,0,1,10
2021,5,16,11,0,20210516,2021-05-16 11:00:00,2021-06-11,25,7.29,9.15,6.12,4.86,6.38,5.69,6.58,,,,,,0,0,1,9
2021,5,5,11,30,20210505,2021-05-05 11:30:00,2021-06-06,31,6.39,9.23,7.19,8.28,7.7,5.8,7.43,,,,,,0,0,1,11
2021,5,10,10,0,20210510,2021-05-10 10:00:00,2021-06-06,26,5.97,4.69,8.34,4.58,8.73,7.34,6.61,,,,,,0,0,1,10
2021,5,12,11,0,20210512,2021-05-12 11:00:00,2021-06-09,27,7.31,7.44,9.78,6.62,5.49,8.31,7.49,,,,,,0,0,1,4
2021,5,10,13,0,20210510,2021-05-10 13:00:00,2021-06-05,25,6.82,6.76,9.29,5.31,5.1,5.47,6.46,,,,,,0,0,1,1
2021,5,14,11,0,20210514,2021-05-14 11:00:00,2021-06-08,24,6.52,6.88,5.47,9.25,5.97,5.92,6.67,,,,,,0,0,1,9
